Period_Group,Load_Factor,OTP15_adjusted,Mishandling,Misconex,Min_Date,Max_Date
2412,,100.0,,1.2555690562980963,2018-12-31T00:00:00,2018-12-31T00:00:00
2411,79.32610149342447,93.47826086956522,12.352264113865417,0.8709562744400995,2019-01-01T00:00:00,2019-01-01T00:00:00
2410,85.09805107425271,89.04428904428904,17.0816444701795,1.5972958642629904,2019-01-02T00:00:00,2019-01-02T00:00:00
2409,82.38299513182629,93.17073170731706,19.834521238988785,1.5643722540274265,2019-01-03T00:00:00,2019-01-03T00:00:00
2408,79.5337151417737,93.7062937062937,16.75719403675026,1.4922279792746114,2019-01-04T00:00:00,2019-01-04T00:00:00
2407,83.18751562332606,89.62536023054754,13.395664752002013,0.824989423212523,2019-01-05T00:00:00,2019-01-05T00:00:00
2406,80.94700533082471,93.57142857142857,23.02682888784901,0.8635578583765112,2019-01-06T00:00:00,2019-01-06T00:00:00
2405,78.41337746238672,93.60341151385927,22.103425310941915,2.509582700513488,2019-01-07T00:00:00,2019-01-07T00:00:00
2404,73.84073748089128,92.76018099547511,18.452659174507694,1.338965489758508,2019-01-08T00:00:00,2019-01-08T00:00:00
2403,71.64070461493667,94.61206896551724,15.528580708022085,0.5709134615384615,2019-01-09T00:00:00,2019-01-09T00:00:00
2402,73.85004008410098,90.88888888888889,18.542327936036,0.9588311391827106,2019-01-10T00:00:00,2019-01-10T00:00:00
2401,74.31468790516762,93.62186788154897,12.909117323537348,2.0910305793569686,2019-01-11T00:00:00,2019-01-11T00:00:00
2400,73.88649006107286,94.20731707317073,19.553987652765528,0.16758840288252053,2019-01-12T00:00:00,2019-01-12T00:00:00
2399,75.285771866183,95.1338199513382,15.902326692880886,2.038782861960604,2019-01-13T00:00:00,2019-01-13T00:00:00
2398,74.20276059019515,95.82417582417582,14.903272951040345,0.12658227848101267,2019-01-14T00:00:00,2019-01-14T00:00:00
2397,72.91711024124999,96.41148325358851,11.798101658830836,1.0972186782342435,2019-01-15T00:00:00,2019-01-15T00:00:00
2396,72.50801197658848,94.24778761061947,9.399031614924523,1.4112423689843812,2019-01-16T00:00:00,2019-01-16T00:00:00
2395,76.51026698631564,95.6140350877193,12.397914001771131,0.7415003549735742,2019-01-17T00:00:00,2019-01-17T00:00:00
2394,78.54563660638428,94.19642857142857,13.205259004023176,1.3964784456587735,2019-01-18T00:00:00,2019-01-18T00:00:00
2393,77.11856217992077,95.71865443425077,16.877118852257652,1.627231216272312,2019-01-19T00:00:00,2019-01-19T00:00:00
2392,78.26008051210981,94.58128078817734,12.752858399296393,0.17716218392655822,2019-01-20T00:00:00,2019-01-20T00:00:00
2391,77.55668461363464,93.64035087719299,12.400539319014793,1.7680287579781382,2019-01-21T00:00:00,2019-01-21T00:00:00
2390,74.29408891060088,93.66197183098592,10.78039771507108,3.593708812933837,2019-01-22T00:00:00,2019-01-22T00:00:00
2389,74.95629044068201,95.2914798206278,10.78613557404864,0.37332428304768367,2019-01-23T00:00:00,2019-01-23T00:00:00
2388,79.56022854264712,93.18181818181819,11.750767198850173,0.45940527898429667,2019-01-24T00:00:00,2019-01-24T00:00:00
2387,79.98036839925769,94.43207126948775,10.66574918286599,2.2287294615259476,2019-01-25T00:00:00,2019-01-25T00:00:00
2386,78.5524152509199,94.75308641975309,11.465810814121568,0.5038896746817538,2019-01-26T00:00:00,2019-01-26T00:00:00
2385,80.46917441764754,95.04950495049505,9.667178699436764,0.2494387627837366,2019-01-27T00:00:00,2019-01-27T00:00:00
2384,78.40812109778557,94.73684210526316,12.786921544025388,1.3082882619500074,2019-01-28T00:00:00,2019-01-28T00:00:00
2383,74.38415765564017,95.31615925058547,10.434074645412863,0.6174957118353345,2019-01-29T00:00:00,2019-01-29T00:00:00
2382,76.01077351410241,93.11111111111111,9.093094055439833,0.8953553441522105,2019-01-30T00:00:00,2019-01-30T00:00:00
2381,81.36337803173433,86.93693693693693,15.62031203120312,3.0665440049064703,2019-01-31T00:00:00,2019-01-31T00:00:00
2380,81.11267584306243,78.58719646799118,15.28995311081046,3.0956169535657456,2019-02-01T00:00:00,2019-02-01T00:00:00
2379,77.94407703909967,92.85714285714286,19.898565847266376,1.4684870614383236,2019-02-02T00:00:00,2019-02-02T00:00:00
2378,79.21260618807408,93.56435643564356,10.72469158762631,1.766304347826087,2019-02-03T00:00:00,2019-02-03T00:00:00
2377,78.47092778546089,91.85022026431719,10.143018441851712,0.5832373271889401,2019-02-04T00:00:00,2019-02-04T00:00:00
2376,73.03955022586202,94.61358313817331,7.596507746298039,1.159634838391315,2019-02-05T00:00:00,2019-02-05T00:00:00
2375,75.76892453776061,94.95614035087719,8.412698412698413,1.3000478545222522,2019-02-06T00:00:00,2019-02-06T00:00:00
2374,79.23372675250357,95.88744588744589,9.702204026695082,1.119252757871004,2019-02-07T00:00:00,2019-02-07T00:00:00
2373,81.48776969769817,93.17180616740089,8.333179015203422,0.9880355075260517,2019-02-08T00:00:00,2019-02-08T00:00:00
2372,80.12268287054842,96.97885196374622,13.567268077851969,1.2064343163538873,2019-02-09T00:00:00,2019-02-09T00:00:00
2371,82.95366827073103,92.42053789731052,9.279638332044494,2.9780801209372636,2019-02-10T00:00:00,2019-02-10T00:00:00
2370,79.6299299668264,97.21030042918454,10.073958462657185,2.0578147966683,2019-02-11T00:00:00,2019-02-11T00:00:00
2369,76.3649569611646,92.98642533936652,9.107099490002428,0.6035052910052909,2019-02-12T00:00:00,2019-02-12T00:00:00
